,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,year,month,sale_predict
7473,614059,0.0,953,3,2,2,4,7,AT,2.0,T,35-50W,2,1,1,1,2,2,180.0,4,370.0,4783.0,1810.0,1442.0,2155.0,1660.0,5,2920.0,1572.0,1530.0,2017,9,0.0560416666418314
7474,614059,0.0,953,3,2,2,4,7,AT,2.0,T,35-50W,3,1,1,1,2,2,135.0,4,300.0,4714.0,1810.0,1442.0,2160.0,1683.0,5,2840.0,1572.0,1530.0,2017,9,0.5044776850938797
7475,614059,0.0,953,3,2,2,4,7,AT,2.0,T,35-50W,3,1,1,1,2,2,135.0,4,300.0,4783.0,1810.0,1442.0,2215.0,1746.0,5,2920.0,1572.0,1530.0,2017,9,2.112843871116638
7476,614059,0.0,953,3,2,2,4,7,AT,3.0,L,35-50W,2,1,1,3,2,2,180.0,6,300.0,4581.0,1770.0,1448.0,2060.0,1615.0,5,2760.0,1541.0,1544.0,2017,9,0.13671442568302156
7477,614059,0.0,953,3,2,2,4,9,AT,2.0,T,35-50W,2,1,1,1,2,2,135.0,4,300.0,4783.0,1810.0,1442.0,2120.0,1640.0,5,2920.0,1572.0,1538.0,2017,9,2.0853172743320467
8362,194450,6.0,836,2,1,1,3,7,DCT,1.6,T,15-20W,1,1,1,1,2,1,130.0,4,265.0,4475.0,1850.0,1655.0,2090.0,1545.0,5,2670.0,1620.0,1631.0,2017,9,28.10165212035179
8363,194450,301.0,836,2,1,1,3,7,DCT,1.6,T,15-20W,1,1,1,1,2,1,130.0,4,265.0,4475.0,1850.0,1655.0,2090.0,1541.0,5,2670.0,1620.0,1631.0,2017,9,226.538709602356
8364,194450,0.0,836,2,1,1,3,4,AT,2.0,L,15-20W,1,1,1,1,2,1,104.0,4,184.0,4325.0,1795.0,1680.0,1910.0,1535.0,5,2630.0,1550.0,1550.0,2017,9,0.017626962661743163
8365,194450,0.0,836,2,1,1,3,4,AT,2.0,L,15-20W,1,1,1,3,2,1,104.0,4,184.0,4325.0,1795.0,1680.0,1910.0,1535.0,5,2630.0,1550.0,1550.0,2017,9,0.5841351705789566
8366,194450,0.0,836,2,1,1,3,5,MT,2.0,L,15-20W,1,1,1,1,2,1,104.0,4,184.0,4325.0,1795.0,1680.0,1890.0,1515.0,5,2630.0,1550.0,1550.0,2017,9,0.18542449906468392
8367,194450,0.0,836,2,1,1,3,5,MT,2.0,L,15-20W,1,1,1,3,2,1,104.0,4,184.0,4325.0,1795.0,1680.0,1890.0,1515.0,5,2630.0,1550.0,1550.0,2017,9,1.2114785465598106
8368,194450,0.0,836,2,1,1,3,5,MT,2.0,L,15-20W,3,1,1,3,2,1,104.0,4,184.0,4325.0,1795.0,1680.0,1985.0,1610.0,5,2630.0,1550.0,1550.0,2017,9,0.1299788308888674
8369,194450,0.0,836,2,1,1,3,6,AT,2.0,L,15-20W,1,1,1,1,2,1,121.0,4,203.0,4475.0,1850.0,1655.0,2090.0,1486.0,5,2670.0,1620.0,1631.0,2017,9,0.4470671233534813
8370,194450,0.0,836,2,1,1,3,6,AT,2.0,L,15-20W,1,1,1,3,2,1,121.0,4,203.0,4475.0,1850.0,1655.0,2090.0,1486.0,5,2670.0,1620.0,1631.0,2017,9,0.20673984579741955
8371,194450,0.0,836,2,1,1,3,7,DCT,1.6,T,15-20W,1,1,1,3,2,1,130.0,4,265.0,4475.0,1850.0,1655.0,2090.0,1541.0,5,2670.0,1620.0,1631.0,2017,9,2.272862667441368
8372,194450,0.0,836,2,1,1,3,7,DCT,1.6,T,15-20W,1,1,1,3,2,1,130.0,4,265.0,4475.0,1850.0,1655.0,2090.0,1545.0,5,2670.0,1620.0,1631.0,2017,9,1.8001023763418198
8373,194450,0.0,836,2,1,1,3,7,DCT,1.6,T,15-20W,3,1,1,1,2,1,130.0,4,265.0,4475.0,1850.0,1655.0,2150.0,1627.0,5,2670.0,1620.0,1631.0,2017,9,0.5210894033685327
8374,194450,0.0,836,2,1,1,3,7,DCT,1.6,T,15-20W,3,1,1,3,2,1,130.0,4,265.0,4475.0,1850.0,1655.0,2150.0,1627.0,5,2670.0,1620.0,1631.0,2017,9,0.27811468552798035
8793,591790,39.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,2,2,1,2,1,73.0,4,142.0,4630.0,1775.0,1485.0,1845.0,1390.0,5,2700.0,1535.0,1535.0,2017,9,26.45623869419098
8794,591790,320.0,106,3,2,1,5,0,CVT,1.2,T,10-15W,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1310.0,5,2700.0,1525.0,1520.0,2017,9,189.6399676179886
8795,591790,0.0,106,3,2,1,5,0,CVT,1.2,T,10-15W,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1300.0,5,2700.0,1535.0,1535.0,2017,9,21.00234291523695
8796,591790,0.0,106,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1270.0,5,2700.0,1535.0,1535.0,2017,9,65.62663764953614
8797,591790,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,1,2,1,103.0,4,173.0,4630.0,1775.0,1480.0,1785.0,1300.0,5,2700.0,1525.0,1520.0,2017,9,4.987479157745838
8798,591790,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,1,2,1,103.0,4,173.0,4630.0,1775.0,1480.0,1785.0,1310.0,5,2700.0,1525.0,1520.0,2017,9,0.7327719399333
8799,591790,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,3,2,1,103.0,4,173.0,4630.0,1775.0,1480.0,1785.0,1310.0,5,2700.0,1525.0,1520.0,2017,9,0.21204669758677486
8800,591790,0.0,106,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1250.0,5,2700.0,1535.0,1535.0,2017,9,2.3625011010468007
8801,591790,0.0,106,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,3,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1250.0,5,2700.0,1535.0,1535.0,2017,9,0.42724459305405615
8802,591790,0.0,106,3,2,1,5,6,MT,1.2,T,10-15W,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1280.0,5,2700.0,1535.0,1535.0,2017,9,0.4508089126646519
8803,591790,0.0,106,3,2,1,5,6,MT,1.2,T,10-15W,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1295.0,5,2700.0,1525.0,1520.0,2017,9,0.17601822659373284
9028,416749,166.0,537,2,1,3,5,0,CVT,1.8,L,10-15W,1,1,1,1,2,1,100.0,4,169.0,4270.0,1772.0,1605.0,1775.0,1295.0,5,2610.0,1540.0,1530.0,2017,9,165.70674224853516
9029,416749,22.0,537,2,1,3,5,0,CVT,1.8,L,10-15W,1,1,1,1,2,1,100.0,4,169.0,4270.0,1772.0,1605.0,1775.0,1304.0,5,2610.0,1540.0,1530.0,2017,9,68.39403820991517
9030,416749,122.0,537,2,1,3,5,0,CVT,1.5,L,10-15W,1,1,1,1,2,1,96.0,4,155.0,4270.0,1772.0,1605.0,1775.0,1205.0,5,2610.0,1540.0,1530.0,2017,9,100.48281099319458
9031,416749,0.0,537,2,1,3,5,0,CVT,1.8,L,10-15W,1,1,1,3,2,1,100.0,4,169.0,4270.0,1772.0,1605.0,1775.0,1295.0,5,2610.0,1540.0,1530.0,2017,9,1.4633592754602431
9032,416749,0.0,537,2,1,3,5,0,CVT,1.8,L,10-15W,1,1,1,3,2,1,100.0,4,169.0,4270.0,1772.0,1605.0,1775.0,1304.0,5,2610.0,1540.0,1530.0,2017,9,0.7266926038265228
9033,416749,0.0,537,2,1,3,5,6,MT,1.5,L,10-15W,1,1,1,1,2,1,96.0,4,155.0,4270.0,1772.0,1605.0,1775.0,1197.0,5,2610.0,1540.0,1530.0,2017,9,5.760335630178451
9034,416749,0.0,537,2,1,3,5,6,MT,1.8,L,10-15W,1,1,1,1,2,1,100.0,4,169.0,4270.0,1772.0,1605.0,1775.0,1280.0,5,2610.0,1540.0,1530.0,2017,9,9.648475077152252
9103,289403,94.0,12,2,1,1,1,6,MT,1.8,L,8-10W,1,1,1,1,2,1,98.0,4,170.0,4440.0,1833.0,1545.0,1695.0,1320.0,5,2700.0,1556.0,1562.0,2017,9,64.11439263343811
9104,289403,77.0,12,2,1,1,1,6,DCT,1.8,L,8-10W,1,1,1,1,2,1,98.0,4,170.0,4440.0,1833.0,1545.0,1735.0,1360.0,5,2700.0,1556.0,1562.0,2017,9,39.78674867153168
9105,289403,17.0,12,2,1,1,1,6,MT,1.3,T,8-10W,1,1,1,1,2,1,95.0,4,185.0,4440.0,1833.0,1545.0,1735.0,1360.0,5,2700.0,1556.0,1562.0,2017,9,36.28977329254151
9106,289403,111.0,12,2,1,1,1,6,DCT,1.3,T,8-10W,1,1,1,1,2,1,95.0,4,185.0,4440.0,1833.0,1545.0,1773.0,1398.0,5,2700.0,1556.0,1562.0,2017,9,143.9096144485474
9222,492952,190.0,692,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1670.0,1242.0,5,2700.0,1530.0,1530.0,2017,9,214.56513893127442
9223,492952,47.0,692,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1670.0,1228.0,5,2700.0,1540.0,1540.0,2017,9,43.55912477493286
9224,492952,24.0,692,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1620.0,1203.0,5,2700.0,1540.0,1540.0,2017,9,18.84361566781997
9225,492952,0.0,692,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1670.0,1260.0,5,2700.0,1530.0,1530.0,2017,9,26.39159785032273
9226,492952,0.0,692,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1620.0,1195.0,5,2700.0,1540.0,1540.0,2017,9,0.7823686474561691
10400,468392,6.0,537,3,2,2,5,0,CVT,2.0,L,20-25W,1,2,2,1,2,1,107.0,4,175.0,4915.0,1845.0,1470.0,2120.0,1667.0,5,2775.0,1585.0,1585.0,2017,9,10.232819679677489
10401,468392,34.0,537,3,2,2,5,0,CVT,2.4,L,20-25W,1,1,1,1,2,1,137.0,4,243.0,4915.0,1845.0,1470.0,1970.0,1558.0,5,2775.0,1585.0,1580.0,2017,9,20.220716099739075
10402,468392,202.0,537,3,2,2,5,0,CVT,2.0,L,20-25W,1,1,1,1,2,1,114.0,4,190.0,4915.0,1845.0,1470.0,1920.0,1499.0,5,2775.0,1595.0,1585.0,2017,9,212.95651443481447
10403,468392,0.0,537,3,2,2,5,0,CVT,2.0,L,20-25W,1,1,1,1,2,1,114.0,4,190.0,4930.0,1845.0,1470.0,1920.0,1495.0,5,2775.0,1595.0,1585.0,2017,9,8.851021423339844
10404,468392,0.0,537,3,2,2,5,0,CVT,2.0,L,20-25W,1,1,1,3,2,1,114.0,4,190.0,4930.0,1845.0,1470.0,1920.0,1495.0,5,2775.0,1595.0,1585.0,2017,9,3.731712303161621
10405,468392,0.0,537,3,2,2,5,0,CVT,2.0,L,20-25W,1,2,2,1,2,1,107.0,4,175.0,4915.0,1845.0,1470.0,2120.0,1640.0,5,2775.0,1585.0,1580.0,2017,9,7.195874035358429
10406,468392,0.0,537,3,2,2,5,0,CVT,2.4,L,20-25W,1,1,1,1,2,1,137.0,4,243.0,4930.0,1845.0,1470.0,1970.0,1545.0,5,2775.0,1585.0,1580.0,2017,9,1.5710893201828002
10407,468392,0.0,537,3,2,2,5,0,CVT,2.4,L,20-25W,1,1,1,3,2,1,137.0,4,243.0,4930.0,1845.0,1470.0,1970.0,1545.0,5,2775.0,1585.0,1580.0,2017,9,2.054858022481203
10408,468392,0.0,537,3,2,2,5,5,AT,2.0,L,20-25W,1,1,1,1,2,1,115.0,4,189.0,4960.0,1860.0,1480.0,2000.0,1510.0,5,2800.0,1590.0,1585.0,2017,9,0.3487031126022339
10409,468392,0.0,537,3,2,2,5,5,AT,2.0,L,20-25W,1,1,1,3,2,1,115.0,4,189.0,4945.0,1845.0,1480.0,1950.0,1465.0,5,2800.0,1590.0,1585.0,2017,9,0.3038628901541233
10410,468392,0.0,537,3,2,2,5,5,AT,2.0,L,20-25W,1,1,1,3,2,1,115.0,4,189.0,4960.0,1860.0,1480.0,2000.0,1510.0,5,2800.0,1590.0,1585.0,2017,9,0.3971279811859131
10411,468392,0.0,537,3,2,2,5,5,AT,2.4,L,20-25W,1,1,1,1,2,1,132.0,4,225.0,4960.0,1845.0,1480.0,2000.0,1515.0,5,2800.0,1590.0,1585.0,2017,9,0.0019433198124170306
10412,468392,0.0,537,3,2,2,5,5,AT,2.4,L,20-25W,1,1,1,1,2,1,132.0,4,225.0,4960.0,1860.0,1480.0,2000.0,1545.0,5,2800.0,1590.0,1585.0,2017,9,0.04299804329872131
10413,468392,0.0,537,3,2,2,5,5,AT,2.4,L,20-25W,1,1,1,3,2,1,132.0,4,225.0,4945.0,1845.0,1480.0,2000.0,1515.0,5,2800.0,1590.0,1585.0,2017,9,0.004647177457809448
10414,468392,0.0,537,3,2,2,5,5,AT,2.4,L,20-25W,1,1,1,3,2,1,132.0,4,225.0,4960.0,1860.0,1480.0,2000.0,1545.0,5,2800.0,1590.0,1585.0,2017,9,0.07853933490812777
10415,468392,0.0,537,3,2,2,5,5,MT,2.0,L,20-25W,1,1,1,3,2,1,115.0,4,189.0,4945.0,1845.0,1480.0,1950.0,1430.0,5,2800.0,1590.0,1585.0,2017,9,0.0841808968782425
10416,468392,0.0,537,3,2,2,5,6,AT,3.0,L,20-25W,1,1,1,1,2,1,192.0,6,297.0,4930.0,1845.0,1470.0,2060.0,1660.0,5,2775.0,1585.0,1580.0,2017,9,0.2561775217205286
11590,384924,529.0,761,3,2,2,2,7,DCT,1.5,T,20-25W,1,1,1,1,2,1,120.0,4,252.0,5018.0,1866.0,1459.0,1960.0,1510.0,5,2905.0,1599.0,1602.0,2017,9,474.2267127609253
11591,384924,168.0,761,3,2,2,2,6,AT,2.0,T,20-25W,1,1,1,1,2,1,187.0,4,350.0,5018.0,1866.0,1461.0,2060.0,1580.0,5,2905.0,1599.0,1602.0,2017,9,162.55720612764358
11592,384924,8.0,761,3,2,2,2,0,CVT,1.8,L,20-25W,1,2,2,1,2,1,91.0,4,175.0,5018.0,1866.0,1459.0,2050.0,1610.0,5,2905.0,1599.0,1602.0,2017,9,1.6492308568954468
11593,384924,0.0,761,3,2,2,2,6,AT,2.0,T,20-25W,1,1,1,1,2,1,184.0,4,296.0,5005.0,1858.0,1500.0,2190.0,1770.0,5,2837.0,1580.0,1576.0,2017,9,3.0926056623458864
11594,384924,0.0,761,3,2,2,2,6,AT,2.0,T,20-25W,1,1,1,3,2,1,166.0,4,350.0,5000.0,1858.0,1497.0,2170.0,1750.0,5,2837.0,1565.0,1574.0,2017,9,0.08925465174019337
11595,384924,0.0,761,3,2,2,2,6,AT,2.0,T,20-25W,1,1,1,3,2,1,166.0,4,350.0,5000.0,1858.0,1503.0,2185.0,1765.0,5,2837.0,1565.0,1574.0,2017,9,0.16338100999593735
11596,384924,0.0,761,3,2,2,2,6,AT,2.0,T,20-25W,1,1,1,3,2,1,187.0,4,296.0,5005.0,1858.0,1500.0,2190.0,1770.0,5,2837.0,1580.0,1576.0,2017,9,1.0688746455311775
11597,384924,0.0,761,3,2,2,2,6,AT,2.4,L,20-25W,1,1,1,1,2,1,134.0,4,240.0,5005.0,1858.0,1500.0,2125.0,1705.0,5,2837.0,1580.0,1576.0,2017,9,14.31626441001892
11598,384924,0.0,761,3,2,2,2,6,AT,2.4,L,20-25W,1,1,1,3,2,1,137.0,4,240.0,5000.0,1858.0,1493.0,2125.0,1705.0,5,2837.0,1565.0,1574.0,2017,9,4.399458323642612
11599,384924,0.0,761,3,2,2,2,6,AT,2.4,L,20-25W,1,1,1,3,2,1,137.0,4,240.0,5000.0,1858.0,1497.0,2125.0,1705.0,5,2837.0,1565.0,1574.0,2017,9,2.1073173325508834
11600,384924,0.0,761,3,2,2,2,6,AT,2.4,L,20-25W,1,1,1,3,2,1,137.0,4,240.0,5005.0,1858.0,1500.0,2125.0,1705.0,5,2837.0,1580.0,1576.0,2017,9,3.4386675453186037
11601,384924,0.0,761,3,2,2,2,6,AT,2.4,L,20-25W,1,2,2,3,2,1,137.0,4,240.0,5000.0,1858.0,1493.0,2162.0,1750.0,5,2837.0,1565.0,1574.0,2017,9,0.03386099703609943
11602,384924,0.0,761,3,2,2,2,6,AT,2.4,L,20-25W,1,2,2,3,2,1,137.0,4,240.0,5005.0,1858.0,1496.0,2142.0,1750.0,5,2837.0,1580.0,1576.0,2017,9,0.010515196099877356
11603,384924,0.0,761,3,2,2,2,6,AT,3.0,L,20-25W,1,1,1,1,2,1,190.0,6,296.0,5005.0,1858.0,1511.0,2270.0,1850.0,5,2837.0,1578.0,1574.0,2017,9,0.5733606047928334
11604,384924,0.0,761,3,2,2,2,6,AT,3.0,L,20-25W,1,1,1,3,2,1,190.0,6,296.0,5000.0,1858.0,1497.0,2270.0,1850.0,5,2837.0,1565.0,1574.0,2017,9,0.0005797101557254793
11605,384924,0.0,761,3,2,2,2,6,AT,3.0,L,20-25W,1,1,1,3,2,1,195.0,6,296.0,5000.0,1858.0,1493.0,2270.0,1850.0,5,2837.0,1565.0,1574.0,2017,9,0.002484472095966339
11606,384924,0.0,761,3,2,2,2,6,AT,3.0,L,20-25W,1,1,1,3,2,1,195.0,6,296.0,5005.0,1858.0,1511.0,2270.0,1850.0,5,2837.0,1578.0,1574.0,2017,9,0.08142983317375183
12084,671482,33.0,637,2,1,3,2,6,DCT,1.5,L,10-15W,1,1,1,1,2,1,83.0,4,140.0,4280.0,1785.0,1658.0,1670.0,1295.0,5,2530.0,1527.0,1533.0,2017,9,60.000356888771066
12085,671482,11.0,637,2,1,3,2,5,MT,1.5,L,10-15W,1,1,1,1,2,1,90.0,3,150.0,4345.0,1785.0,1647.0,1657.0,1247.0,5,2530.0,1555.0,1560.0,2017,9,0.0475
12086,671482,6.0,637,2,1,3,2,5,MT,1.5,L,10-15W,1,1,1,1,2,1,83.0,4,140.0,4280.0,1785.0,1658.0,1620.0,1245.0,5,2530.0,1527.0,1533.0,2017,9,13.542225816249847
12087,671482,11.0,637,2,1,3,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,90.0,3,150.0,4345.0,1785.0,1647.0,1694.0,1300.0,5,2530.0,1555.0,1560.0,2017,9,0.0
12088,671482,0.0,637,2,1,3,2,5,MT,1.0,T,10-15W,1,1,1,1,2,1,92.0,3,170.0,4280.0,1785.0,1658.0,1665.0,1290.0,5,2530.0,1527.0,1533.0,2017,9,0.5014125055074692
12089,671482,0.0,637,2,1,3,2,5,MT,1.0,T,10-15W,1,1,1,1,2,1,94.0,3,170.0,4280.0,1785.0,1658.0,1665.0,1290.0,5,2530.0,1527.0,1533.0,2017,9,3.776104185134173
12090,671482,0.0,637,2,1,3,2,5,MT,1.0,T,10-15W,1,1,1,3,2,1,94.0,3,170.0,4280.0,1785.0,1658.0,1665.0,1290.0,5,2530.0,1527.0,1533.0,2017,9,0.601526133492589
12091,671482,0.0,637,2,1,3,2,5,MT,1.5,L,10-15W,1,1,1,1,2,1,81.0,4,140.0,4280.0,1785.0,1658.0,1620.0,1245.0,5,2530.0,1527.0,1533.0,2017,9,2.08715074300766
12092,671482,0.0,637,2,1,3,2,6,DCT,1.5,L,10-15W,1,1,1,1,2,1,81.0,4,140.0,4280.0,1785.0,1658.0,1670.0,1295.0,5,2530.0,1527.0,1533.0,2017,9,7.433443017005921
13956,603972,88.0,872,3,2,4,4,7,DCT,2.0,T,50-75W,1,1,1,1,2,2,165.0,4,350.0,5036.0,1874.0,1480.0,2270.0,1770.0,5,3012.0,1630.0,1620.0,2017,9,0.19
13957,603972,194.0,872,3,2,4,4,7,DCT,1.8,T,50-75W,1,1,1,1,2,2,140.0,4,320.0,5036.0,1874.0,1480.0,2250.0,1750.0,5,3012.0,1630.0,1620.0,2017,9,210.24397258758546
13958,603972,167.0,872,3,2,4,4,0,CVT,2.5,L,50-75W,1,1,1,1,2,2,150.0,6,250.0,5036.0,1874.0,1480.0,2300.0,1800.0,5,3012.0,1630.0,1620.0,2017,9,202.00610683441158
13959,603972,53.0,872,3,2,4,4,7,DCT,3.0,T,50-75W,3,1,1,1,2,2,200.0,6,400.0,5036.0,1874.0,1480.0,2460.0,1960.0,5,3012.0,1630.0,1620.0,2017,9,33.29257422685623
13960,603972,9.0,872,3,2,4,4,7,DCT,3.0,T,50-75W,3,1,1,1,2,2,245.0,6,440.0,5036.0,1874.0,1480.0,2470.0,1970.0,5,3012.0,1630.0,1620.0,2017,9,0.1797344371676445
13961,603972,0.0,872,3,2,4,4,0,CVT,2.0,T,50-75W,1,1,1,1,2,2,132.0,4,320.0,5015.0,1874.0,1455.0,2270.0,1740.0,5,3012.0,1627.0,1618.0,2017,9,11.313950281739235
13962,603972,0.0,872,3,2,4,4,0,CVT,2.0,T,50-75W,1,1,1,3,2,2,125.0,4,280.0,5035.0,1855.0,1485.0,2215.0,1750.0,5,2945.0,1612.0,1622.0,2017,9,0.22891989670693874
13963,603972,0.0,872,3,2,4,4,0,CVT,2.0,T,50-75W,1,1,1,3,2,2,132.0,4,320.0,5015.0,1874.0,1455.0,2270.0,1740.0,5,3012.0,1627.0,1618.0,2017,9,5.843959404230117
13964,603972,0.0,872,3,2,4,4,0,CVT,2.0,T,50-75W,1,1,1,5,2,2,125.0,4,280.0,5012.0,1855.0,1485.0,2215.0,1770.0,5,2945.0,1612.0,1622.0,2017,9,0.10016633667051793
13965,603972,0.0,872,3,2,4,4,0,CVT,2.4,L,50-75W,1,1,1,3,2,2,130.0,6,230.0,5035.0,1855.0,1485.0,2225.0,1755.0,5,2945.0,1612.0,1622.0,2017,9,0.4798572731018066
13966,603972,0.0,872,3,2,4,4,0,CVT,2.5,L,50-75W,1,1,1,1,2,2,140.0,6,250.0,5015.0,1874.0,1455.0,2310.0,1800.0,5,3012.0,1627.0,1618.0,2017,9,5.2863680005073554
13967,603972,0.0,872,3,2,4,4,0,CVT,2.5,L,50-75W,1,1,1,3,2,2,140.0,6,250.0,5015.0,1874.0,1455.0,2310.0,1800.0,5,3012.0,1627.0,1618.0,2017,9,15.992751312255859
13968,603972,0.0,872,3,2,4,4,0,CVT,2.7,T,50-75W,1,3,1,3,2,2,140.0,6,380.0,5035.0,1855.0,1485.0,2355.0,1870.0,5,2945.0,1612.0,1622.0,2017,9,0.13111808463931085
13969,603972,0.0,872,3,2,4,4,0,CVT,2.8,L,50-75W,1,1,1,1,2,2,162.0,6,280.0,5015.0,1874.0,1455.0,2320.0,1820.0,5,3012.0,1627.0,1618.0,2017,9,0.5982252645492554
13970,603972,0.0,872,3,2,4,4,0,CVT,2.8,L,50-75W,1,1,1,3,2,2,162.0,6,280.0,5015.0,1874.0,1455.0,2320.0,1820.0,5,3012.0,1627.0,1618.0,2017,9,1.2239064621925353
13971,603972,0.0,872,3,2,4,4,0,CVT,2.8,L,50-75W,1,1,1,3,2,2,162.0,6,280.0,5035.0,1855.0,1485.0,2250.0,1765.0,5,2945.0,1612.0,1622.0,2017,9,0.054256545901298525
13972,603972,0.0,872,3,2,4,4,0,CVT,3.1,L,50-75W,1,1,1,5,2,2,188.0,6,330.0,5012.0,1855.0,1485.0,2310.0,1760.0,5,2945.0,1612.0,1622.0,2017,9,0.09971827022731304
13973,603972,0.0,872,3,2,4,4,6,AT,2.8,L,50-75W,3,1,1,3,2,2,162.0,6,280.0,5035.0,1855.0,1485.0,2345.0,1860.0,5,2945.0,1612.0,1622.0,2017,9,0.010714824646711349
13974,603972,0.0,872,3,2,4,4,6,AT,3.0,T,50-75W,3,1,1,3,2,2,213.0,6,420.0,5035.0,1855.0,1485.0,2390.0,1900.0,5,2945.0,1612.0,1622.0,2017,9,0.012311497181653976
13975,603972,0.0,872,3,2,4,4,6,AT,3.1,L,50-75W,1,1,1,5,2,2,188.0,6,330.0,5012.0,1855.0,1485.0,2390.0,1840.0,5,2945.0,1612.0,1622.0,2017,9,0.00519008882343769
13976,603972,0.0,872,3,2,4,4,6,MT,2.0,T,50-75W,1,1,1,3,2,2,125.0,4,280.0,5035.0,1855.0,1485.0,2190.0,1715.0,5,2945.0,1612.0,1622.0,2017,9,0.003800000101327896
13977,603972,0.0,872,3,2,4,4,6,MT,2.0,T,50-75W,1,1,1,3,2,2,132.0,4,320.0,5015.0,1874.0,1455.0,2245.0,1720.0,5,3012.0,1627.0,1618.0,2017,9,0.4034494823217392
13978,603972,0.0,872,3,2,4,4,7,DCT,2.8,L,50-75W,3,1,1,1,2,2,162.0,6,280.0,5015.0,1874.0,1455.0,2415.0,1910.0,5,3012.0,1627.0,1618.0,2017,9,0.3350824001431465
13979,603972,0.0,872,3,2,4,4,7,DCT,2.8,L,50-75W,3,1,1,3,2,2,162.0,6,280.0,5015.0,1874.0,1455.0,2415.0,1910.0,5,3012.0,1627.0,1618.0,2017,9,0.2758115541934967
13980,603972,0.0,872,3,2,4,4,7,DCT,3.0,T,50-75W,3,1,1,1,2,2,228.0,6,440.0,5015.0,1874.0,1455.0,2475.0,2005.0,5,3012.0,1627.0,1618.0,2017,9,0.023253537118434902
13981,603972,0.0,872,3,2,4,4,7,DCT,3.0,T,50-75W,3,1,1,3,2,2,220.0,6,440.0,5015.0,1874.0,1455.0,2475.0,2005.0,5,3012.0,1627.0,1618.0,2017,9,0.012217822670936584
13982,603972,0.0,872,3,2,4,4,7,DCT,3.0,T,50-75W,3,1,1,3,2,2,228.0,6,440.0,5015.0,1874.0,1455.0,2475.0,2005.0,5,3012.0,1627.0,1618.0,2017,9,0.16731947124004365
15432,714152,50.0,750,2,1,1,4,7,DCT,2.0,T,25-35W,3,1,1,1,2,1,162.0,4,350.0,4712.0,1839.0,1673.0,2225.0,1755.0,5,2791.0,1582.0,1572.0,2017,9,29.550369664430622
15433,714152,90.0,750,2,1,1,4,6,DCT,1.4,T,25-35W,1,1,1,1,2,1,110.0,4,250.0,4506.0,1809.0,1685.0,1995.0,1545.0,5,2684.0,1569.0,1571.0,2017,9,104.80943374156952
15434,714152,392.0,750,2,1,1,4,7,DCT,1.8,T,25-35W,1,1,1,1,2,1,132.0,4,300.0,4712.0,1839.0,1673.0,2085.0,1615.0,5,2791.0,1582.0,1572.0,2017,9,183.95605837106706
15435,714152,190.0,750,2,1,1,4,6,AT,1.8,T,25-35W,1,1,1,1,2,1,118.0,4,250.0,4506.0,1809.0,1685.0,2050.0,1600.0,5,2684.0,1569.0,1571.0,2017,9,177.37655311584473
15436,714152,0.0,750,2,1,1,4,6,AT,1.8,T,25-35W,1,1,1,3,2,1,118.0,4,250.0,4506.0,1809.0,1685.0,2050.0,1600.0,5,2684.0,1569.0,1571.0,2017,9,12.453138992786407
15437,714152,0.0,750,2,1,1,4,6,AT,1.8,T,25-35W,1,1,1,3,2,1,118.0,4,250.0,4525.0,1809.0,1665.0,1955.0,1580.0,5,2684.0,1569.0,1571.0,2017,9,0.21982847034931186
